Ano_Mes,Media_Tmax
1989-12,28.931870967741936
1990-01,29.03106451612903
1990-02,31.337714285714288
1990-03,30.572451612903226
1990-04,29.4374
1990-05,23.64667741935484
1990-06,22.433666666666667
1990-07,20.2268064516129
1990-08,23.51322580645161
1990-09,24.361833333333333
1990-10,29.172483870967742
1990-11,30.275733333333335
1990-12,30.395899999999997
1991-01,30.08941935483871
1991-02,29.962285714285713
1991-03,28.248774193548385
1991-04,27.631466666666665
1991-05,25.216129032258067
1991-06,23.7424
1991-07,23.500612903225807
1991-08,26.01841935483871
1991-09,27.357033333333334
1991-10,28.855645161290322
1991-11,30.3753
1991-12,29.57583870967742
1992-01,31.352548387096775
1992-02,30.000103448275862
1992-03,27.963967741935484
1992-04,26.279066666666665
1992-05,24.016548387096776
1992-06,24.479366666666667
1992-07,22.084935483870968
1992-08,23.677806451612902
1992-09,24.203166666666668
1992-10,27.950935483870968
1992-11,29.065966666666668
1992-12,30.10516129032258
1993-01,30.490870967741934
1993-02,27.416964285714283
1993-03,30.021967741935484
1993-04,28.464733333333335
1993-05,24.74251612903226
1993-06,22.398166666666665
1993-07,22.918580645161292
1993-08,25.22403225806452
1993-09,25.253300000000003
1993-10,29.008580645161288
1993-11,31.497633333333333
1993-12,29.59825806451613
1994-01,28.919612903225808
1994-02,30.52982142857143
1994-03,28.81167741935484
1994-04,27.8297
1994-05,25.67551612903226
1994-06,22.957833333333333
1994-07,24.62593548387097
1994-08,27.34474193548387
1994-09,30.439033333333334
1994-10,29.75548387096774
1994-11,29.953599999999998
1994-12,30.792483870967743
1995-01,30.058774193548388
1995-02,28.687714285714286
1995-03,29.698806451612903
1995-04,27.412566666666667
1995-05,24.665612903225806
1995-06,24.441166666666668
1995-07,25.636774193548387
1995-08,29.20490322580645
1995-09,27.25903333333333
1995-10,26.98122580645161
1995-11,30.187266666666666
1995-12,30.237903225806452
1996-01,29.787258064516127
1996-02,29.338172413793103
1996-03,28.826
1996-04,28.147266666666667
1996-05,25.093129032258062
1996-06,22.872733333333333
1996-07,23.451451612903227
1996-08,27.144516129032258
1996-09,26.00293333333333
1996-10,27.835290322580644
1996-11,28.98186666666667
1996-12,29.437645161290323
1997-01,28.8778064516129
1997-02,29.534892857142857
1997-03,29.1128064516129
1997-04,27.778466666666667
1997-05,24.738645161290325
1997-06,20.949266666666666
1997-07,24.63083870967742
1997-08,26.81132258064516
1997-09,28.543333333333333
1997-10,28.72364516129032
1997-11,28.747200000000003
1997-12,30.80516129032258
1998-01,31.532225806451613
1998-02,30.075107142857142
1998-03,30.012000000000004
1998-04,26.494466666666664
1998-05,24.212290322580646
1998-06,22.671466666666667
1998-07,24.520387096774193
1998-08,25.466516129032257
1998-09,24.400100000000002
1998-10,26.40748387096774
1998-11,29.809733333333334
1998-12,30.68816129032258
1999-01,29.626193548387096
1999-02,30.148642857142857
1999-03,30.121129032258064
1999-04,28.0134
1999-05,24.131709677419355
1999-06,21.91033333333333
1999-07,24.208451612903225
1999-08,26.87109677419355
1999-09,28.631700000000002
1999-10,28.615548387096773
1999-11,29.092499999999998
1999-12,31.068806451612904
2000-01,31.051354838709678
2000-02,28.96306896551724
2000-03,28.629580645161287
2000-04,28.578933333333335
2000-05,24.10316129032258
2000-06,24.705199999999998
2000-07,21.93183870967742
2000-08,25.33851612903226
2000-09,25.388266666666667
2000-10,30.702516129032258
2000-11,29.5234
2000-12,30.480966666666667
2001-01,31.44383870967742
2001-02,30.492142857142856
2001-03,31.438354838709678
2001-04,30.704133333333335
2001-05,24.521161290322578
2001-06,23.220666666666666
2001-07,25.260322580645163
2001-08,27.389903225806453
2001-09,27.649033333333332
2001-10,30.117129032258063
2001-11,31.0288
2001-12,29.799032258064514
2002-01,30.457709677419352
2002-02,30.11357142857143
2002-03,33.54087096774194
2002-04,33.17973333333334
2002-05,26.053193548387096
2002-06,27.52263333333333
2002-07,23.798612903225806
2002-08,28.675161290322578
2002-09,27.643533333333334
2002-10,32.45935483870968
2002-11,30.275033333333333
2002-12,31.711806451612905
2003-01,29.934483870967743
2003-02,31.439357142857144
2003-03,31.34551612903226
2003-04,29.576833333333337
2003-05,25.511290322580646
2003-06,26.9479
2003-07,25.41293548387097
2003-08,25.186806451612902
2003-09,28.389266666666668
2003-10,29.650290322580645
2003-11,30.510233333333336
2003-12,30.89474193548387
2004-01,31.012290322580643
2004-02,31.30262068965517
2004-03,31.281903225806452
2004-04,29.225399999999997
2004-05,21.744870967741935
2004-06,23.023933333333332
2004-07,22.462903225806453
2004-08,27.895064516129032
2004-09,31.383899999999997
2004-10,28.259870967741936
2004-11,29.366266666666668
2004-12,29.807354838709678
2005-01,29.114064516129034
2005-02,31.893642857142858
2005-03,32.092129032258065
2005-04,30.388233333333336
2005-05,27.611
2005-06,25.495166666666666
2005-07,23.702612903225805
2005-08,28.174709677419354
2005-09,25.5181
2005-10,29.106774193548386
2005-11,30.778666666666666
2005-12,30.064967741935483
2006-01,31.709032258064518
2006-02,30.36639285714286
2006-03,31.314774193548388
2006-04,28.83696666666667
2006-05,25.068677419354838
2006-06,25.309466666666665
2006-07,26.824451612903225
2006-08,28.538612903225808
2006-09,26.477766666666664
2006-10,30.34406451612903
2006-11,31.007033333333332
2006-12,30.76041935483871
2007-01,29.57432258064516
2007-02,30.779678571428573
2007-03,32.025516129032255
2007-04,30.052266666666664
2007-05,25.064709677419355
2007-06,26.600199999999997
2007-07,23.980483870967742
2007-08,27.46058064516129
2007-09,31.37183333333333
2007-10,31.52
2007-11,30.3159
2007-12,30.949612903225805
2008-01,28.52025806451613
2008-02,29.875275862068968
2008-03,29.985935483870968
2008-04,27.9713
2008-05,24.719806451612904
2008-06,23.10076666666667
2008-07,25.89422580645161
2008-08,26.638193548387097
2008-09,27.365166666666667
2008-10,29.690161290322582
2008-11,30.070800000000002
2008-12,31.850290322580648
2009-01,28.764612903225807
2009-02,30.620571428571427
2009-03,31.41316129032258
2009-04,30.293866666666666
2009-05,26.27906451612903
2009-06,22.145466666666668
2009-07,22.62477419354839
2009-08,25.33325806451613
2009-09,27.474566666666664
2009-10,28.67674193548387
2009-11,31.450333333333333
2009-12,30.036870967741937
2010-01,29.586870967741934
2010-02,30.85425
2010-03,30.75493548387097
2010-04,28.316966666666666
2010-05,24.1218064516129
2010-06,24.584699999999998
2010-07,25.72851612903226
2010-08,27.357290322580646
2010-09,29.019866666666665
2010-10,28.158677419354838
2010-11,30.046933333333335
2010-12,29.171733333333336
2011-01,30.910193548387095
2011-02,30.81832142857143
2011-03,28.652806451612904
2011-04,28.2269
2011-05,25.23241935483871
2011-06,23.065266666666666
2011-07,24.979161290322583
2011-08,26.54925806451613
2011-09,29.436033333333334
2011-10,28.829935483870965
2011-11,29.547
2011-12,31.436645161290325
2012-01,29.338
2012-02,32.63386206896551
2012-03,31.451612903225808
2012-04,28.583933333333334
2012-05,24.623451612903224
2012-06,22.803933333333337
2012-07,24.324612903225805
2012-08,28.422709677419356
2012-09,30.6531
2012-10,31.946032258064516
2012-11,30.65103333333333
2012-12,32.17896774193549
2013-01,29.897903225806452
2013-02,30.16492857142857
2013-03,29.097193548387096
2013-04,27.543499999999998
2013-05,25.633580645161288
2013-06,22.87793333333333
2013-07,23.813032258064514
2013-08,26.972806451612904
2013-09,28.460233333333335
2013-10,28.78248387096774
2013-11,30.361833333333333
2013-12,31.732
2014-01,31.81590322580645
2014-02,32.72882142857143
2014-03,30.095580645161288
2014-04,28.26386666666667
2014-05,24.924032258064514
2014-06,23.9711
2014-07,24.094516129032257
2014-08,28.113000000000003
2014-09,28.4144
2014-10,31.990000000000002
2014-11,30.818566666666666
2014-12,30.50748387096774
2015-01,32.51048387096775
2015-02,30.22667857142857
2015-03,30.06916129032258
2015-04,29.092733333333335
2015-05,24.86709677419355
2015-06,25.111566666666665
2015-07,23.502548387096773
2015-08,28.683612903225807
2015-09,29.369533333333333
2015-10,30.600290322580648
2015-11,28.7952
2015-12,29.468096774193548
2016-01,30.96909677419355
2016-02,30.775000000000002
2016-03,30.88909677419355
2016-04,31.4361
2016-05,22.994774193548388
2016-06,22.4138
2016-07,25.863483870967745
2016-08,26.662483870967744
2016-09,27.689233333333334
2016-10,29.311774193548384
2016-11,30.7439
2016-12,30.374000000000002
2017-01,30.493548387096773
2017-02,32.39142857142857
2017-03,30.585967741935484
2017-04,27.691300000000002
2017-05,25.472354838709677
2017-06,23.8584
2017-07,24.874032258064517
2017-08,26.689870967741935
2017-09,32.179566666666666
2017-10,29.217870967741938
2017-11,29.461033333333333
2017-12,30.038645161290322
2018-01,29.386741935483872
2018-02,29.761857142857142
2018-03,31.18322580645161
2018-04,29.8848
2018-05,27.123032258064516
2018-06,25.067666666666664
2018-07,27.81877419354839
2018-08,24.632451612903225
2018-09,28.029733333333336
2018-10,28.728354838709677
2018-11,30.041133333333335
2018-12,32.147999999999996
2019-01,32.69574193548387
2019-02,31.550857142857144
2019-03,30.822225806451613
2019-04,29.677133333333334
2019-05,26.704806451612903
2019-06,26.164966666666665
2019-07,25.169064516129033
2019-08,28.078580645161292
2019-09,30.583466666666666
2019-10,33.503032258064515
2019-11,31.654600000000002
2019-12,29.721354838709676
2020-01,30.301967741935485
2020-02,30.198827586206896
2020-03,31.60522580645161
2020-04,29.515333333333334
2020-05,25.84406451612903
2020-06,25.305799999999998
2020-07,25.954666666666665
