,Ano,Mes,Tmax_conv,Mes_deslocado
676,2017,05,0.6188941935483873,4
677,2017,06,0.5543359999999999,5
678,2017,07,0.5949612903225808,6
679,2017,08,0.6675948387096773,7
680,2017,09,0.8871826666666667,8
681,2017,10,0.7687148387096776,9
682,2017,11,0.7784413333333333,10
683,2017,12,0.8015458064516128,11
684,2018,01,0.775469677419355,0
685,2018,02,0.7904742857142859,1
686,2018,03,0.8473290322580644,2
687,2018,04,0.7953919999999999,3
688,2018,05,0.6849212903225808,4
689,2018,06,0.6027066666666665,5
690,2018,07,0.7127509677419357,6
691,2018,08,0.585298064516129,7
692,2018,09,0.7211893333333335,8
693,2018,10,0.7491341935483873,9
694,2018,11,0.8016453333333333,10
695,2018,12,0.8859200000000003,11
696,2019,01,0.907829677419355,0
697,2019,02,0.8620342857142858,1
698,2019,03,0.8328890322580644,2
699,2019,04,0.7870853333333332,3
700,2019,05,0.6681922580645161,4
701,2019,06,0.6465986666666665,5
702,2019,07,0.6067625806451615,6
703,2019,08,0.7231432258064516,7
704,2019,09,0.8233386666666664,8
705,2019,10,0.9401212903225806,9
706,2019,11,0.8661840000000001,10
707,2019,12,0.7888541935483873,11
708,2020,01,0.8120787096774194,0
709,2020,02,0.8079531034482759,1
710,2020,03,0.8642090322580644,2
711,2020,04,0.7806133333333332,3
712,2020,05,0.6337625806451612,4
713,2020,06,0.6122320000000001,5
714,2020,07,0.6381866666666667,6
