system:time_start,RS,Tmax,Tmin
"Mar 13, 1971",17.86,30.682,20.218
"Mar 14, 1971",17.629,31.681,20.202
"Mar 15, 1971",23.117,33.57,18.797
"Mar 16, 1971",22.602,33.665,20.934
"Mar 17, 1971",21.95,34.708,19.589
"Mar 18, 1971",21.763,34.567,20.107
"Mar 19, 1971",21.257,34.017,20.271
"Mar 20, 1971",20.707,33.064,20.035
"Mar 21, 1971",13.136,25.27,19.557
"Mar 22, 1971",17.457,30.035,17.878
"Mar 23, 1971",16.564,29.929,19.059
"Mar 24, 1971",20.894,30.659,19.047
"Mar 25, 1971",19.471,30.151,17.565
"Mar 26, 1971",13.563,28.526,18.745
"Mar 27, 1971",18.089,29.859,17.716
"Mar 28, 1971",18.274,29.844,18.226
"Mar 29, 1971",22.467,30.665,16.234
"Mar 30, 1971",22.863,30.823,17.529
"Mar 31, 1971",21.671,30.834,18.038
"Apr 1, 1971",19.46,31.567,17.709
"Apr 2, 1971",21.712,31.383,17.478
"Apr 3, 1971",19.337,31.783,17.183
"Apr 4, 1971",18.591,32.676,18.966
"Apr 5, 1971",19.271,30.473,16.809
"Apr 6, 1971",22.043,29.982,13.268
"Apr 7, 1971",21.835,30.706,14.202
"Apr 8, 1971",11.596,28.165,14.962
"Apr 9, 1971",9.706,24.564,17.473
"Apr 10, 1971",18.761,29.087,15.444
"Apr 11, 1971",19.682,28.275,17.01
"Apr 12, 1971",19.065,29.122,15.408
"Apr 13, 1971",19.96,31.261,15.929
"Apr 14, 1971",20.026,30.44,17.19
"Apr 15, 1971",18.936,32.353,18.239
"Apr 16, 1971",10.037,27.669,19.429
"Apr 17, 1971",19.118,26.312,12.798
"Apr 18, 1971",11.269,25.115,12.529
"Apr 19, 1971",11.085,24.846,14.717
"Apr 20, 1971",18.081,30.657,16.159
"Apr 21, 1971",9.016,25.537,17.784
"Apr 22, 1971",9.936,24.629,17.095
"Apr 23, 1971",9.119,21.116,14.666
"Apr 24, 1971",20.311,19.693,6.466
"Apr 25, 1971",20.233,22.024,4.743
"Apr 26, 1971",19.619,23.908,6.86
"Apr 27, 1971",19.499,27.592,9.887
"Apr 28, 1971",18.699,28.816,11.901
"Apr 29, 1971",19.347,30.229,14.038
"Apr 30, 1971",17.625,28.623,13.541
"May 1, 1971",16.987,30.503,13.248
"May 2, 1971",7.129,23.081,15.79
"May 3, 1971",6.598,18.488,15.286
"May 4, 1971",6.581,20.395,16.203
"May 5, 1971",7.097,20.131,15.579
"May 6, 1971",6.593,19.148,15.598
"May 7, 1971",12.612,25.514,13.936
"May 8, 1971",12.035,25.302,16.199
"May 9, 1971",15.112,26.707,14.489
"May 10, 1971",13.727,25.897,15.06
"May 11, 1971",15.764,25.232,12.207
"May 12, 1971",17.108,26.468,11.431
"May 13, 1971",17.074,28.493,12.914
"May 14, 1971",16.554,25.958,13.626
"May 15, 1971",16.009,27.912,15.117
"May 16, 1971",11.077,25.733,13.848
"May 17, 1971",16.452,26.483,12.634
"May 18, 1971",16.093,26.187,12.403
"May 19, 1971",14.801,26.284,12.821
"May 20, 1971",16.448,25.8,12.534
"May 21, 1971",16.404,27.032,11.233
"May 22, 1971",15.777,27.738,12.613
"May 23, 1971",15.372,27.939,12.622
"May 24, 1971",13.014,28.266,14.908
"May 25, 1971",9.564,23.804,15.794
"May 26, 1971",9.351,23.816,16.65
"May 27, 1971",9.616,21.488,15.118
"May 28, 1971",13.947,19.563,10.956
"May 29, 1971",15.261,21.69,10.694
"May 30, 1971",16.025,22.709,7.009
"May 31, 1971",15.634,24.522,8.16
"Jun 1, 1971",15.751,25.117,8.937
"Jun 2, 1971",14.646,27.018,10.405
"Jun 3, 1971",12.009,25.921,11.156
"Jun 4, 1971",12.404,24.23,12.704
"Jun 5, 1971",13.535,26.875,11.651
"Jun 6, 1971",9.81,24.786,15.021
"Jun 7, 1971",10.287,24.795,15.27
"Jun 8, 1971",5.803,19.172,11.304
"Jun 9, 1971",14.736,17.195,5.009
"Jun 10, 1971",9.623,17.162,4.485
"Jun 11, 1971",7.33,16.097,10.52
"Jun 12, 1971",7.11,16.59,8.964
"Jun 13, 1971",10.739,19.334,10.762
"Jun 14, 1971",13.993,20.668,6.538
"Jun 15, 1971",5.976,17.168,12.501
"Jun 16, 1971",11.128,21.466,13.356
"Jun 17, 1971",5.564,16.948,12.998
"Jun 18, 1971",5.482,14.136,12.106
"Jun 19, 1971",5.482,16.277,12.682
"Jun 20, 1971",5.499,17.73,12.71
"Jun 21, 1971",13.255,23.522,10.935
"Jun 22, 1971",12.364,27.415,13.582
"Jun 23, 1971",14.749,23.308,10.4
"Jun 24, 1971",14.138,22.831,8.011
"Jun 25, 1971",14.466,27.114,13.262
"Jun 26, 1971",14.983,27.313,14.27
"Jun 27, 1971",12.472,27.528,13.333
"Jun 28, 1971",9.578,26.574,14.802
"Jun 29, 1971",14.778,27.961,13.358
"Jun 30, 1971",15.077,27.988,12.005
"Jul 1, 1971",6.157,22.602,14.922
"Jul 2, 1971",7.875,19.949,12.817
"Jul 3, 1971",8.982,22.232,13.617
"Jul 4, 1971",5.51,18.578,13.947
"Jul 5, 1971",11.186,15.585,8.253
"Jul 6, 1971",15.351,19.876,2.484
"Jul 7, 1971",15.465,20.931,4.441
"Jul 8, 1971",15.356,22.632,5.072
"Jul 9, 1971",14.639,25.679,11.488
"Jul 10, 1971",15.549,26.425,11.325
"Jul 11, 1971",15.507,25.16,10.441
"Jul 12, 1971",15.518,24.693,10.374
"Jul 13, 1971",14.544,25.074,10.641
"Jul 14, 1971",14.741,27.117,11.569
"Jul 15, 1971",15.187,27.157,14.711
"Jul 16, 1971",15.648,24.059,9.862
"Jul 17, 1971",15.839,24.82,7.887
"Jul 18, 1971",15.7,25.415,7.88
"Jul 19, 1971",16.165,26.739,9.726
"Jul 20, 1971",16.245,26.413,9.977
"Jul 21, 1971",16.368,27.362,9.65
"Jul 22, 1971",16.436,28.189,9.643
"Jul 23, 1971",16.372,27.512,10.821
"Jul 24, 1971",16.746,27.457,10.833
"Jul 25, 1971",16.81,27.251,9.459
"Jul 26, 1971",12.032,26.975,10.61
"Jul 27, 1971",7.005,18.46,13.463
"Jul 28, 1971",11.986,24.608,11.237
"Jul 29, 1971",6.279,20.223,15.514
"Jul 30, 1971",11.666,22.264,13.722
"Jul 31, 1971",16.14,24.643,10.66
"Aug 1, 1971",15.969,25.703,10.549
"Aug 2, 1971",17.162,26.889,12.101
"Aug 3, 1971",15.414,27.267,12.343
"Aug 4, 1971",16.931,30.923,13.618
"Aug 5, 1971",17.274,30.886,14.394
"Aug 6, 1971",10.208,24.858,16.692
"Aug 7, 1971",13.741,27.441,17.675
"Aug 8, 1971",17.42,27.466,13.578
"Aug 9, 1971",13.841,29.604,14.831
"Aug 10, 1971",11.777,20.996,15.041
"Aug 11, 1971",16.452,24.844,14.413
"Aug 12, 1971",17.293,29.872,14.208
"Aug 13, 1971",12.667,27.333,13.879
"Aug 14, 1971",15.086,19.492,9.188
"Aug 15, 1971",17.395,21.486,6.091
"Aug 16, 1971",18.662,22.826,5.976
"Aug 17, 1971",19.056,23.01,7.256
"Aug 18, 1971",19.139,26.91,7.912
"Aug 19, 1971",18.104,29.079,11.524
"Aug 20, 1971",19.221,29.217,12.804
"Aug 21, 1971",19.057,28.795,11.025
"Aug 22, 1971",19.596,29.96,11.538
"Aug 23, 1971",17.876,29.906,12.908
"Aug 24, 1971",13.858,26.983,13.097
"Aug 25, 1971",11.84,23.308,14.982
"Aug 26, 1971",10.76,17.464,12.846
"Aug 27, 1971",18.205,24.119,11.182
"Aug 28, 1971",18.693,24.922,11.921
"Aug 29, 1971",19.489,26.082,12.919
"Aug 30, 1971",18.844,25.164,13.065
"Aug 31, 1971",20.331,26.339,11.961
"Sep 1, 1971",15.281,24.852,11.907
"Sep 2, 1971",19.741,27.379,10.86
"Sep 3, 1971",20.026,28.364,12.267
"Sep 4, 1971",19.766,28.421,11.477
"Sep 5, 1971",15.264,28.303,13.921
"Sep 6, 1971",9.836,21.757,16.386
"Sep 7, 1971",14.489,25.754,15.363
"Sep 8, 1971",16.406,22.948,14.459
"Sep 9, 1971",22.131,25.81,9.94
"Sep 10, 1971",15.799,23.518,11.637
"Sep 11, 1971",11.172,21.957,13.823
"Sep 12, 1971",14.632,23.669,14.062
"Sep 13, 1971",21.22,26.739,11.895
"Sep 14, 1971",19.861,25.203,11.046
"Sep 15, 1971",21.784,27.951,12.696
"Sep 16, 1971",21.838,29.006,12.405
"Sep 17, 1971",22.356,29.936,12.085
"Sep 18, 1971",22.311,31.382,13.38
"Sep 19, 1971",22.324,33.314,12.132
"Sep 20, 1971",22.394,34.757,13.514
"Sep 21, 1971",21.443,34.835,14.771
"Sep 22, 1971",16.044,31.968,16.295
"Sep 23, 1971",12.808,29.663,17.743
"Sep 24, 1971",11.838,22.232,14.911
"Sep 25, 1971",14.833,24.89,16.548
"Sep 26, 1971",8.797,27.855,15.297
"Sep 27, 1971",12.901,24.13,14.058
"Sep 28, 1971",22.603,29.764,14.633
"Sep 29, 1971",24.475,31.259,14.348
"Sep 30, 1971",18.314,30.857,15.664
"Oct 1, 1971",17.657,26.37,16.475
"Oct 2, 1971",22.055,30.914,14.783
"Oct 3, 1971",20.355,30.937,16.714
"Oct 4, 1971",15.129,27.929,16.03
"Oct 5, 1971",21.295,28.672,15.252
"Oct 6, 1971",16.402,24.577,13.087
"Oct 7, 1971",10.672,22.053,13.768
"Oct 8, 1971",17.515,27.52,15.741
"Oct 9, 1971",23.842,31.862,16.641
"Oct 10, 1971",14.106,27.924,17.601
"Oct 11, 1971",12.732,26.248,16.602
"Oct 12, 1971",21.246,23.776,12.897
"Oct 13, 1971",26.155,24.643,7.531
"Oct 14, 1971",25.476,24.971,8.663
"Oct 15, 1971",21.579,28.256,10.667
"Oct 16, 1971",22.736,29.849,14.897
"Oct 17, 1971",21.611,31.219,15.167
"Oct 18, 1971",25.532,29.812,15.734
"Oct 19, 1971",23.687,29.86,13.811
"Oct 20, 1971",23.723,30.882,14.344
"Oct 21, 1971",11.853,24.283,17.309
"Oct 22, 1971",14.461,24.316,16.642
"Oct 23, 1971",24.324,29.919,14.137
"Oct 24, 1971",18.543,30.027,17.613
"Oct 25, 1971",19.454,28.726,19.054
"Oct 26, 1971",19.726,27.92,17.106
"Oct 27, 1971",25.448,30.818,14.405
"Oct 28, 1971",17.796,28.679,16.822
"Oct 29, 1971",25.636,27.952,14.979
"Oct 30, 1971",25.941,29.846,15.062
"Oct 31, 1971",17.451,29.73,14.957
"Nov 1, 1971",10.725,21.274,16.834
"Nov 2, 1971",22.643,26.898,15.262
"Nov 3, 1971",23.684,28.936,16.904
"Nov 4, 1971",28.284,28.434,14.714
"Nov 5, 1971",27.731,31.83,12.37
"Nov 6, 1971",22.267,30.927,18.039
"Nov 7, 1971",27.015,30.322,15.417
"Nov 8, 1971",25.554,29.919,16.469
"Nov 9, 1971",20.282,32.263,16.003
"Nov 10, 1971",27.037,33.375,16.508
"Nov 11, 1971",23.974,33.88,16.059
"Nov 12, 1971",12.169,27.904,20.303
"Nov 13, 1971",18.857,27.791,17.599
"Nov 14, 1971",26.6,29.903,14.474
"Nov 15, 1971",28.182,31.426,14.488
"Nov 16, 1971",26.591,33.359,15.139
"Nov 17, 1971",27.728,35.574,17.369
"Nov 18, 1971",23.904,34.917,19.037
"Nov 19, 1971",17.976,28.309,17.943
"Nov 20, 1971",26.303,27.596,14.728
"Nov 21, 1971",25.953,27.03,11.147
"Nov 22, 1971",21.465,26.736,13.005
"Nov 23, 1971",18.991,27.492,14.401
"Nov 24, 1971",23.25,30.845,16.028
"Nov 25, 1971",20.806,29.559,17.553
"Nov 26, 1971",17.426,28.974,17.11
"Nov 27, 1971",23.911,31.138,16.573
"Nov 28, 1971",18.009,28.918,16.979
"Nov 29, 1971",21.353,32.285,16.244
"Nov 30, 1971",14.22,25.063,18.721
"Dec 1, 1971",22.131,30.902,17.514
"Dec 2, 1971",22.583,32.804,18.799
"Dec 3, 1971",13.824,27.608,16.854
"Dec 4, 1971",13.932,27.393,17.716
"Dec 5, 1971",20.323,26.86,14.744
"Dec 6, 1971",25.386,28.283,12.92
"Dec 7, 1971",21.616,31.844,14.778
"Dec 8, 1971",11.73,25.319,19.21
"Dec 9, 1971",15.374,29.897,18.323
"Dec 10, 1971",16.88,30.486,20.239
"Dec 11, 1971",21.58,32.838,19.552
"Dec 12, 1971",15.429,31.864,20.428
"Dec 13, 1971",16.894,30.937,20.857
"Dec 14, 1971",10.682,23.204,19.638
"Dec 15, 1971",16.434,27.412,17.262
"Dec 16, 1971",23.403,31.374,16.322
"Dec 17, 1971",24.036,33.337,18.229
"Dec 18, 1971",13.785,29.163,20.804
"Dec 19, 1971",19.906,31.146,20.277
"Dec 20, 1971",22.873,33.032,20.964
"Dec 21, 1971",24.119,32.157,20.969
"Dec 22, 1971",14.062,28.129,20.716
"Dec 23, 1971",11.347,24.286,17.733
"Dec 24, 1971",14.067,23.843,16.798
"Dec 25, 1971",16.417,26.368,15.859
"Dec 26, 1971",18.627,26.252,15.972
"Dec 27, 1971",16.866,28.487,18.816
"Dec 28, 1971",15.947,29.922,19.345
"Dec 29, 1971",13.757,27.634,19.079
"Dec 30, 1971",19.417,30.919,18.095
"Dec 31, 1971",19.333,28.774,17.901
"Jan 1, 1972",17.457,31.609,18.538
"Jan 2, 1972",24.034,33.645,16.813
"Jan 3, 1972",21.472,29.973,18.317
"Jan 4, 1972",17.568,29.929,19.895
"Jan 5, 1972",22.496,31.324,18.609
"Jan 6, 1972",13.749,27.398,19.862
"Jan 7, 1972",11.228,22.88,18.283
"Jan 8, 1972",20.176,28.468,17.64
"Jan 9, 1972",28.223,31.254,16.242
"Jan 10, 1972",22.521,29.924,19.043
"Jan 11, 1972",15.937,26.435,17.017
"Jan 12, 1972",13.428,24.232,16.861
"Jan 13, 1972",18.63,28.084,16.416
"Jan 14, 1972",23.553,30.944,17.881
"Jan 15, 1972",24.079,30.005,17.86
"Jan 16, 1972",24.771,32.789,19.091
"Jan 17, 1972",24.227,32.849,19.915
"Jan 18, 1972",23.007,32.891,20.264
"Jan 19, 1972",18.724,31.48,18.85
"Jan 20, 1972",17.6,32.207,19.921
"Jan 21, 1972",16.235,30.748,19.776
"Jan 22, 1972",11.574,25.785,19.051
"Jan 23, 1972",13.297,24.889,18.845
"Jan 24, 1972",22.881,29.639,17.992
"Jan 25, 1972",22.044,30.913,17.085
"Jan 26, 1972",20.64,30.82,17.89
"Jan 27, 1972",16.291,25.852,19.606
"Jan 28, 1972",12.614,26.916,19.672
"Jan 29, 1972",16.443,29.039,19.303
"Jan 30, 1972",18.617,30.33,18.717
"Jan 31, 1972",21.779,30.534,19.811
"Feb 1, 1972",20.673,30.06,19.069
"Feb 2, 1972",13.642,26.858,18.718
"Feb 3, 1972",19.656,28.814,17.291
"Feb 4, 1972",21.765,28.778,17.48
"Feb 5, 1972",23.378,29.883,16.945
"Feb 6, 1972",25.424,30.103,17.658
"Feb 7, 1972",19.192,30.945,20.649
"Feb 8, 1972",14.746,29.815,18.965
"Feb 9, 1972",22.97,30.015,18.971
"Feb 10, 1972",21.143,30.871,19.051
"Feb 11, 1972",11.749,25.107,19.524
"Feb 12, 1972",10.224,24.071,19.167
"Feb 13, 1972",11.243,24.94,19.625
"Feb 14, 1972",14.841,26.143,18.888
"Feb 15, 1972",13.415,26.528,19.861
"Feb 16, 1972",13.55,27.364,19.833
"Feb 17, 1972",15.752,29.688,19.323
"Feb 18, 1972",17.004,29.828,20.92
"Feb 19, 1972",10.87,26.51,19.913
"Feb 20, 1972",11.261,22.709,18.051
"Feb 21, 1972",13.402,26.883,17.422
"Feb 22, 1972",15.503,29.041,18.935
"Feb 23, 1972",19.348,29.685,19.09
"Feb 24, 1972",20.73,32.546,20.495
"Feb 25, 1972",14.713,29.774,20.079
"Feb 26, 1972",18.027,29.863,19.091
"Feb 27, 1972",16.826,27.235,18.026
"Feb 28, 1972",24.629,27.944,17.434
"Feb 29, 1972",23.278,26.999,14.644
"Mar 1, 1972",25.366,30.354,14.002
"Mar 2, 1972",23.042,30.92,15.356
"Mar 3, 1972",25.385,32.326,16.197
"Mar 4, 1972",23.457,32.399,17.249
"Mar 5, 1972",19.136,31.404,18.925
"Mar 6, 1972",15.693,28.197,17.748
"Mar 7, 1972",20.629,30.971,18.569
"Mar 8, 1972",21.757,31.869,18.23
"Mar 9, 1972",15.94,29.054,19.666
"Mar 10, 1972",14.94,28.15,19.286
"Mar 11, 1972",13.272,25.139,19.757
"Mar 12, 1972",16.616,26.507,17.693
"Mar 13, 1972",23.162,30.766,16.731
"Mar 14, 1972",23.325,32.728,18.711
"Mar 15, 1972",19.744,32.003,20.172
"Mar 16, 1972",21.246,32.854,19.216
"Mar 17, 1972",22.134,32.949,19.033
"Mar 18, 1972",15.974,28.802,18.597
"Mar 19, 1972",22.207,29.864,16.719
"Mar 20, 1972",24.368,30.891,12.237
"Mar 21, 1972",23.772,29.916,15.141
"Mar 22, 1972",23.155,31.897,15.445
"Mar 23, 1972",22.633,33.21,18.51
"Mar 24, 1972",19.932,31.911,21.009
"Mar 25, 1972",18.36,31.501,19.605
"Mar 26, 1972",12.976,31.853,20.882
"Mar 27, 1972",18.347,31.385,19.306
"Mar 28, 1972",22.006,31.449,19.14
"Mar 29, 1972",21.32,32.76,18.457
"Mar 30, 1972",19.484,31.88,18.373
"Mar 31, 1972",16.131,31.299,20.134
"Apr 1, 1972",16.57,28.998,18.061
"Apr 2, 1972",12.677,26.98,18.276
"Apr 3, 1972",9.602,23.981,17.557
"Apr 4, 1972",16.94,27.718,16.313
"Apr 5, 1972",18.714,26.295,16.649
"Apr 6, 1972",17.025,25.767,14.372
"Apr 7, 1972",19.055,27.573,14.927
"Apr 8, 1972",15.36,26.704,17.286
"Apr 9, 1972",19.095,28.537,15.994
"Apr 10, 1972",18.715,28.045,15.179
"Apr 11, 1972",18.695,28.519,15.13
"Apr 12, 1972",20.112,29.929,14.936
"Apr 13, 1972",17.398,30.803,16.934
"Apr 14, 1972",20.319,31.869,16.191
"Apr 15, 1972",19.454,25.254,15.185
"Apr 16, 1972",17.428,25.59,9.752
"Apr 17, 1972",17.827,26.249,11.412
"Apr 18, 1972",19.834,25.163,11.093
"Apr 19, 1972",19.868,25.453,11.925
"Apr 20, 1972",19.275,25.766,10.962
"Apr 21, 1972",19.739,27.326,11.244
"Apr 22, 1972",18.279,27.114,11.286
"Apr 23, 1972",18.084,27.899,12.453
"Apr 24, 1972",15.566,27.934,14.008
"Apr 25, 1972",14.011,27.822,14.156
"Apr 26, 1972",8.055,23.271,15.854
"Apr 27, 1972",17.511,22.45,11.949
"Apr 28, 1972",19.275,23.828,7.041
"Apr 29, 1972",19.147,24.948,5.822
"Apr 30, 1972",18.803,24.893,6.9
"May 1, 1972",18.364,25.023,8.085
"May 2, 1972",17.594,27.392,10.115
"May 3, 1972",18.429,26.957,10.677
"May 4, 1972",17.12,26.057,11.329
"May 5, 1972",7.75,23.084,11.857
"May 6, 1972",6.705,19.574,15.356
"May 7, 1972",6.441,17.683,14.757
"May 8, 1972",10.938,24.168,15.649
"May 9, 1972",16.51,29.981,15.047
"May 10, 1972",17.053,31.444,16.692
"May 11, 1972",16.787,31.501,21.446
"May 12, 1972",17.468,30.936,17.29
"May 13, 1972",17.049,29.923,16.454
"May 14, 1972",16.83,30.031,15.918
"May 15, 1972",17.178,29.061,14.133
"May 16, 1972",16.795,29.49,13.895
"May 17, 1972",16.822,29.83,17.309
"May 18, 1972",15.821,29.04,13.698
"May 19, 1972",12.414,28.8,15.861
"May 20, 1972",13.374,25.465,14.672
"May 21, 1972",15.194,27.321,13.102
"May 22, 1972",6.753,21.304,14.933
"May 23, 1972",9.9,23.871,14.928
"May 24, 1972",6.659,18.871,13.965
"May 25, 1972",13.178,22.728,12.142
"May 26, 1972",13.713,23.897,10.355
"May 27, 1972",15.996,24.984,10.617
"May 28, 1972",14.851,24.556,9.992
"May 29, 1972",16.128,28.259,10.196
"May 30, 1972",15.904,27.865,12.748
"May 31, 1972",15.873,27.494,11.514
"Jun 1, 1972",14.713,26.066,11.711
"Jun 2, 1972",14.394,27.904,15.195
"Jun 3, 1972",12.479,27.915,13.88
"Jun 4, 1972",12.22,29.283,14.915
"Jun 5, 1972",15.154,29.939,14.344
"Jun 6, 1972",14.78,29.022,16.3
"Jun 7, 1972",15.272,30.91,15.586
"Jun 8, 1972",15.236,29.98,15.046
"Jun 9, 1972",11.025,28.081,13.815
"Jun 10, 1972",14.802,29.245,13.853
"Jun 11, 1972",13.834,29.795,14.17
"Jun 12, 1972",13.512,27.877,13.966
"Jun 13, 1972",14.532,27.944,13.837
"Jun 14, 1972",14.281,25.985,13.043
"Jun 15, 1972",14.226,26.997,13.101
"Jun 16, 1972",13.286,27.488,13.014
"Jun 17, 1972",5.677,20.331,13.526
"Jun 18, 1972",11.586,20.406,14.278
"Jun 19, 1972",15.526,21.614,9.42
"Jun 20, 1972",15.049,23.736,5.589
"Jun 21, 1972",15.394,23.309,4.767
"Jun 22, 1972",15.56,23.951,4.977
"Jun 23, 1972",14.891,26.338,5.948
"Jun 24, 1972",15.308,26.903,6.765
"Jun 25, 1972",15.249,28.025,9.052
"Jun 26, 1972",13.799,28.83,12.396
"Jun 27, 1972",11.912,28.948,14.695
"Jun 28, 1972",15.049,29.757,13.62
"Jun 29, 1972",14.061,30.182,14.518
"Jun 30, 1972",14.794,29.971,14.94
"Jul 1, 1972",13.916,29.023,14.242
"Jul 2, 1972",12.896,27.562,12.893
"Jul 3, 1972",10.064,27.474,14.299
"Jul 4, 1972",12.149,27.002,13.655
"Jul 5, 1972",12.342,26.698,14.937
"Jul 6, 1972",7.906,24.17,13.966
"Jul 7, 1972",5.588,20.798,12.502
"Jul 8, 1972",16.094,13.157,2.926
"Jul 9, 1972",13.577,16.913,0.038
"Jul 10, 1972",15.704,20.583,4.129
"Jul 11, 1972",15.246,20.941,2.823
"Jul 12, 1972",5.702,15.193,10.815
"Jul 13, 1972",14.716,21.837,12.33
"Jul 14, 1972",8.869,17.475,10.499
"Jul 15, 1972",9.733,20.043,12.032
"Jul 16, 1972",8.245,22.927,15.362
"Jul 17, 1972",13.987,25.951,15.805
"Jul 18, 1972",16.106,27.957,14.452
"Jul 19, 1972",14.389,27.008,14.704
"Jul 20, 1972",15.122,27.96,12.967
"Jul 21, 1972",15.719,28.948,12.992
"Jul 22, 1972",13.965,21.031,11.381
"Jul 23, 1972",16.975,22.026,6.794
"Jul 24, 1972",16.977,24.44,7.321
"Jul 25, 1972",11.363,24.714,9.892
"Jul 26, 1972",6.334,18.802,12.866
"Jul 27, 1972",12.948,21.047,10.778
"Jul 28, 1972",16.974,26.945,11.92
"Jul 29, 1972",17.13,28.405,11.889
"Jul 30, 1972",13.101,25.251,12.948
"Jul 31, 1972",17.008,26.965,10.489
"Aug 1, 1972",16.894,27.21,13.006
"Aug 2, 1972",15.449,29.386,13.441
"Aug 3, 1972",8.035,27.871,17.14
"Aug 4, 1972",8.199,20.282,11.856
"Aug 5, 1972",6.443,13.478,9.349
"Aug 6, 1972",9.694,20.947,10.709
"Aug 7, 1972",8.436,21.459,15.326
"Aug 8, 1972",15.411,26.889,14.445
"Aug 9, 1972",16.922,27.714,13.683
"Aug 10, 1972",15.02,26.192,12.991
"Aug 11, 1972",10.491,25.236,14.689
"Aug 12, 1972",8.255,20.011,14.495
"Aug 13, 1972",16.671,23.853,12.79
"Aug 14, 1972",17.062,23.49,10.149
"Aug 15, 1972",19.232,22.138,9.487
"Aug 16, 1972",18.916,26.931,9.074
"Aug 17, 1972",18.31,28.483,11.363
"Aug 18, 1972",18.124,29.884,12.129
"Aug 19, 1972",16.012,28.08,12.835
"Aug 20, 1972",8.822,24.669,13.66
"Aug 21, 1972",17.882,30.462,13.705
"Aug 22, 1972",8.256,23.985,12.888
"Aug 23, 1972",11.645,20.825,12.046
"Aug 24, 1972",9.995,19.481,11.787
"Aug 25, 1972",16.228,28.039,13.967
"Aug 26, 1972",9.646,26.266,17.851
"Aug 27, 1972",7.538,21.955,18.086
"Aug 28, 1972",8.319,19.553,11.069
"Aug 29, 1972",12.571,17.209,5.948
"Aug 30, 1972",11.273,14.17,7.458
"Aug 31, 1972",9.843,16.372,5.388
"Sep 1, 1972",21.668,21.727,6.792
"Sep 2, 1972",21.6,24.727,3.731
"Sep 3, 1972",19.825,23.969,6.519
